file,task_idx,step_id,old_action,new_action,old_text,new_text,step_orig
00327-xgLmjqzoAzF\tasks-island_0.json,154,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the clean dishes from the dishwasher.
00327-xgLmjqzoAzF\tasks-island_0.json,155,2,plug_in,charge,Plug in the camera.,Charge the camera.,Charge the battery in the camera.
00327-xgLmjqzoAzF\tasks-island_0.json,196,1,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00327-xgLmjqzoAzF\tasks-island_0.json,285,3,tighten,repair,Tighten the pipe.,Repair the pipe.,Repair the pipe.
00327-xgLmjqzoAzF\tasks-island_0.json,289,4,straighten,iron,Straighten the ironing board.,Iron the ironing board.,Iron on the ironing board.
00327-xgLmjqzoAzF\tasks-island_0.json,316,7,straighten,iron,Straighten the clothes on the board.,Iron the clothes on the board.,Iron the clothes on the board.
00366-fxbzYAGkrtm\tasks-island_0.json,41,2,attach,repair,Attach the shelf.,Repair the shelf in the lounge.,Repair the shelf in the lounge.
00378-DqJKU7YU7dA\tasks-island_1.json,49,1,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,49,3,turn_on,light,Turn on the candle.,Light the candle.,Light a candle.
00378-DqJKU7YU7dA\tasks-island_1.json,57,1,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00378-DqJKU7YU7dA\tasks-island_1.json,87,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,96,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,105,5,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Turn on the fireplace sconce for light.
00378-DqJKU7YU7dA\tasks-island_1.json,114,3,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,135,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,168,3,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,171,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00378-DqJKU7YU7dA\tasks-island_1.json,190,1,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,206,3,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00378-DqJKU7YU7dA\tasks-island_1.json,221,3,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Turn on the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,227,6,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,231,3,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,250,7,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,260,4,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,265,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,271,3,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Turn on the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,276,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,278,1,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Turn on the fireplace sconce.
00378-DqJKU7YU7dA\tasks-island_1.json,278,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,281,7,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,282,6,tighten,repair,Tighten the chair.,Repair the chair.,Repair the chair.
00378-DqJKU7YU7dA\tasks-island_1.json,291,6,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00378-DqJKU7YU7dA\tasks-island_1.json,303,6,turn_on,light,Turn on the candle.,Light the candle.,Light a candle.
00378-DqJKU7YU7dA\tasks-island_1.json,304,5,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00382-S7uMvxjBVZq\tasks-island_0.json,185,5,plug_in,charge,Plug in the laptop.,Charge the laptop.,Charge the laptop.
00384-ceJTwFNjqCt\tasks-island_0.json,27,3,set_control,tune,Adjust the guitar on the stand.,Tune the guitar on the stand.,Tune the guitar on the stand.
00384-ceJTwFNjqCt\tasks-island_0.json,39,2,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Tune the electric guitar.
00384-ceJTwFNjqCt\tasks-island_0.json,69,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00384-ceJTwFNjqCt\tasks-island_0.json,136,5,set_control,tune,Adjust the guitar on the wall.,Tune the guitar on the wall.,Tune the guitar on the wall.
00384-ceJTwFNjqCt\tasks-island_0.json,142,5,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Tune the electric guitar.
00384-ceJTwFNjqCt\tasks-island_0.json,170,5,set_control,tune,Adjust the guitar for the display.,Tune the guitar for the display.,Tune the guitar for the display.
00386-b3WpMbPFB6q\tasks-island_0.json,6,2,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00386-b3WpMbPFB6q\tasks-island_0.json,32,3,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00386-b3WpMbPFB6q\tasks-island_0.json,75,5,attach,repair,Attach the shelf.,Repair the shelf.,Repair the shelf.
00386-b3WpMbPFB6q\tasks-island_0.json,78,4,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00386-b3WpMbPFB6q\tasks-island_0.json,201,5,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light a candle in the holder.
00386-b3WpMbPFB6q\tasks-island_0.json,247,5,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light a candle in the candle holder.
00386-b3WpMbPFB6q\tasks-island_0.json,254,4,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light a candle in the candle holder.
00397-ZNanfzgCdm3\tasks-island_0.json,4,3,reposition,repair,Reposition the kitchen lower cabinet.,Repair the kitchen lower cabinet.,Repair the kitchen lower cabinet.
00397-ZNanfzgCdm3\tasks-island_0.json,22,5,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00397-ZNanfzgCdm3\tasks-island_0.json,28,4,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00397-ZNanfzgCdm3\tasks-island_0.json,36,3,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00397-ZNanfzgCdm3\tasks-island_0.json,46,3,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00397-ZNanfzgCdm3\tasks-island_0.json,53,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00397-ZNanfzgCdm3\tasks-island_0.json,77,4,reposition,repair,Reposition the sink cabinet.,Repair the sink cabinet.,Repair the sink cabinet.
00407-NPHxDe6VeCc\tasks-island_1.json,29,5,turn_on,light,Turn on the candle on the table.,Light the candle on the table.,Light the candle on the table.
00407-NPHxDe6VeCc\tasks-island_1.json,35,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00407-NPHxDe6VeCc\tasks-island_1.json,55,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00407-NPHxDe6VeCc\tasks-island_1.json,59,3,turn_on,light,Turn on the candle.,Light the candle.,Light a candle.
00407-NPHxDe6VeCc\tasks-island_1.json,76,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00407-NPHxDe6VeCc\tasks-island_1.json,82,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,102,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,118,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,128,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00407-NPHxDe6VeCc\tasks-island_1.json,129,7,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,141,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,144,6,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,151,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,157,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00407-NPHxDe6VeCc\tasks-island_1.json,166,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00407-NPHxDe6VeCc\tasks-island_1.json,170,5,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00407-NPHxDe6VeCc\tasks-island_1.json,171,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00410-v7DzfFFEpsD\tasks-island_1.json,146,3,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00410-v7DzfFFEpsD\tasks-island_1.json,182,4,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light a candle in the candle holder.
00410-v7DzfFFEpsD\tasks-island_1.json,202,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00410-v7DzfFFEpsD\tasks-island_1.json,211,2,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00410-v7DzfFFEpsD\tasks-island_1.json,258,7,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00414-77mMEyxhs44\tasks-island_1.json,26,2,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Tune the electric guitar.
00414-77mMEyxhs44\tasks-island_1.json,42,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00414-77mMEyxhs44\tasks-island_1.json,54,1,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Tune the electric guitar.
00414-77mMEyxhs44\tasks-island_1.json,118,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00414-77mMEyxhs44\tasks-island_1.json,136,2,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Tune the electric guitar
00414-77mMEyxhs44\tasks-island_1.json,150,4,tighten,repair,Tighten the chair.,Repair the chair.,Repair the chair
00417-nGhNxKrgBPb\tasks-island_0.json,8,1,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,24,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,62,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,91,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00417-nGhNxKrgBPb\tasks-island_0.json,94,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,105,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,127,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,139,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00417-nGhNxKrgBPb\tasks-island_0.json,142,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle for a pleasant scent.
00417-nGhNxKrgBPb\tasks-island_2.json,27,1,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00434-L5QEsaVqwrY\tasks-island_0.json,17,3,reposition,repair,Reposition the sink.,Repair the sink.,Repair the sink.
00434-L5QEsaVqwrY\tasks-island_0.json,113,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the clean dishes from the dishwasher.
00434-L5QEsaVqwrY\tasks-island_0.json,151,2,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00434-L5QEsaVqwrY\tasks-island_0.json,297,2,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00434-L5QEsaVqwrY\tasks-island_0.json,365,3,reposition,repair,Reposition the sink.,Repair the sink pipes.,Repair the sink pipes.
00434-L5QEsaVqwrY\tasks-island_0.json,433,3,reposition,repair,Reposition the copier machine.,Repair the copier machine.,Repair the copier machine.
00444-sX9xad6ULKc\tasks-island_0.json,109,2,open,unload,Open laundry machine.,Unload laundry machine.,Unload the laundry machine.
00475-g7hUFVNac26\tasks-island_0.json,19,1,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee in the coffee machine.
00475-g7hUFVNac26\tasks-island_0.json,38,1,open,unload,Open laundry machine.,Unload laundry machine.,Unload the laundry machine.
00475-g7hUFVNac26\tasks-island_0.json,62,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00475-g7hUFVNac26\tasks-island_0.json,416,2,attach,repair,Attach the railing.,Repair the railing.,Repair the railing.
00475-g7hUFVNac26\tasks-island_0.json,505,7,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00487-erXNfWVjqZ8\tasks-island_0.json,77,2,turn_on,brew,Turn on coffee machine.,Brew with coffee machine.,Brew with the coffee machine.
00495-CQWES1bawee\tasks-island_0.json,111,3,reposition,repair,Reposition the sink.,Repair the sink connection.,Repair the sink connection.
00495-CQWES1bawee\tasks-island_0.json,260,5,straighten,iron,Straighten the ironing board.,Iron the ironing board.,Iron on the ironing board.
00495-CQWES1bawee\tasks-island_0.json,301,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00525-iKFn6fzyRqs\tasks-island_0.json,9,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,69,5,turn_on,light,Turn on the candle.,Light the candle.,Light the decorative candle.
00525-iKFn6fzyRqs\tasks-island_0.json,79,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,94,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,99,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,113,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,118,1,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,130,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,134,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00525-iKFn6fzyRqs\tasks-island_0.json,143,1,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,157,6,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,172,1,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,179,3,open,unload,Open clothes dryer.,Unload clothes dryer.,Unload the clothes dryer.
00525-iKFn6fzyRqs\tasks-island_0.json,187,1,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00525-iKFn6fzyRqs\tasks-island_0.json,193,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00534-DBBESbk4Y3k\tasks-island_0.json,15,5,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew a fresh pot with the coffee maker.
00534-DBBESbk4Y3k\tasks-island_0.json,37,4,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00534-DBBESbk4Y3k\tasks-island_0.json,38,5,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew some coffee with the coffee maker.
00534-DBBESbk4Y3k\tasks-island_0.json,73,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00537-oahi4u45xMf\tasks-island_0.json,41,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the clean dishes from the dishwasher.
00546-nS8T59Aw3sf\tasks-island_2.json,26,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a hot drink with the coffee machine.
00546-nS8T59Aw3sf\tasks-island_2.json,35,5,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00547-9h5JJxM6E5S\tasks-island_0.json,63,5,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00547-9h5JJxM6E5S\tasks-island_0.json,73,1,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00547-9h5JJxM6E5S\tasks-island_0.json,123,1,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00547-9h5JJxM6E5S\tasks-island_0.json,139,2,turn_on,light,Turn on the candle holder.,Light the candle holder.,Turn on the candle holder.
00557-fRZhp6vWGw7\tasks-island_1.json,143,5,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00560-gjhYih4upQ9\tasks-island_0.json,2,2,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew some coffee using the coffee maker.
00560-gjhYih4upQ9\tasks-island_0.json,42,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00560-gjhYih4upQ9\tasks-island_0.json,79,1,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew coffee with the coffee maker.
00560-gjhYih4upQ9\tasks-island_0.json,79,6,plug_in,charge,Plug in the device.,Charge the device.,Charge the electronic device.
00560-gjhYih4upQ9\tasks-island_0.json,132,2,attach,repair,Attach the curtain rail.,Repair the curtain rail.,Repair the curtain rail.
00560-gjhYih4upQ9\tasks-island_0.json,158,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a drink in the coffee machine.
00560-gjhYih4upQ9\tasks-island_0.json,178,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00569-YJDUB7hWg9h\tasks-island_0.json,2,3,reposition,repair,Reposition the bath cabinet.,Repair the hinge on the bath cabinet.,Repair the hinge on the bath cabinet.
00569-YJDUB7hWg9h\tasks-island_0.json,9,4,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00582-TYDavTf8oyy\tasks-island_0.json,10,3,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00582-TYDavTf8oyy\tasks-island_0.json,21,3,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00591-JptJPosx1Z6\tasks-island_0.json,196,4,attach,repair,Attach the bookshelf.,Repair the bookshelf.,Repair the bookshelf.
00591-JptJPosx1Z6\tasks-island_0.json,282,1,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00591-JptJPosx1Z6\tasks-island_0.json,367,1,straighten,iron,Straighten the clothes.,Iron the clothes.,Iron the clothes.
00592-CthA7sQNTPK\tasks-island_1.json,72,1,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew coffee using the coffee maker.
00592-CthA7sQNTPK\tasks-island_1.json,79,1,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew tea using the coffee maker.
00598-mt9H8KcxRKD\tasks-island_0.json,4,4,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00606-W16Bm4ysK8v\tasks-island_0.json,33,5,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00606-W16Bm4ysK8v\tasks-island_0.json,148,3,open,unload,Open clothes dryer.,Unload clothes dryer.,Unload the clothes dryer.
00606-W16Bm4ysK8v\tasks-island_0.json,151,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00624-ooq3SnvC79d\tasks-island_0.json,11,2,plug_in,charge,Plug in the laptop.,Charge the laptop.,Charge the laptop.
00626-XiJhRLvpKpX\tasks-island_0.json,493,4,attach,repair,Attach the shelf.,Repair the shelf.,Repair the shelf.
00626-XiJhRLvpKpX\tasks-island_0.json,522,3,reposition,repair,Reposition the cabinet.,Repair the cabinet.,Repair the cabinet.
00643-ggNAcMh8JPT\tasks-island_0.json,83,1,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00643-ggNAcMh8JPT\tasks-island_1.json,54,5,tighten,repair,Tighten the pipe.,Repair the leak in the pipe.,Repair the leak in the pipe.
00643-ggNAcMh8JPT\tasks-island_1.json,67,5,reposition,repair,Reposition the sink.,Repair the sink drain.,Repair the sink drain.
00643-ggNAcMh8JPT\tasks-island_1.json,90,1,straighten,iron,Straighten the robe.,Iron the robe.,Iron the robe.
00657-TSJmdttd2GV\tasks-island_2.json,48,5,reposition,repair,Reposition the mirror.,Repair the mirror.,Repair the mirror.
00662-aRKASs4e8j1\tasks-island_0.json,41,2,reposition,repair,Reposition the tap.,Repair the tap.,Repair the tap.
00662-aRKASs4e8j1\tasks-island_0.json,56,1,reposition,repair,Reposition the coat rack.,Repair the coat rack.,Repair the coat rack.
00662-aRKASs4e8j1\tasks-island_0.json,65,3,reposition,repair,Reposition the tap.,Repair the tap.,Repair the tap.
00662-aRKASs4e8j1\tasks-island_0.json,70,5,reposition,repair,Reposition the light fixture.,Repair the light fixture.,Repair the light fixture.
00664-u5atqC7vRCY\tasks-island_0.json,31,5,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00664-u5atqC7vRCY\tasks-island_0.json,145,4,attach,repair,Attach the railing.,Repair the railing where it's loose.,Repair the railing where it's loose.
00664-u5atqC7vRCY\tasks-island_0.json,162,5,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00664-u5atqC7vRCY\tasks-island_0.json,167,1,start_machine,brew,Start the coffee_maker.,Brew with the coffee_maker.,Brew coffee with the coffee maker.
00680-YmWinf3mhb5\tasks-island_0.json,27,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a fresh pot of coffee using the coffee machine.
00680-YmWinf3mhb5\tasks-island_0.json,47,5,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00685-ENiCjXWB6aQ\tasks-island_1.json,13,4,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00685-ENiCjXWB6aQ\tasks-island_3.json,33,3,reposition,repair,Reposition the cabinet drawer.,Repair the cabinet drawer track.,Repair the cabinet drawer track.
00688-SgkmkWjjmDJ\tasks-island_0.json,47,2,turn_on,light,Turn on the candlestick in the living room.,Light the candlestick in the living room.,Light the candlestick in the living room.
00688-SgkmkWjjmDJ\tasks-island_0.json,93,3,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00688-SgkmkWjjmDJ\tasks-island_0.json,105,3,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00712-HZ2iMMBsBQ9\tasks-island_0.json,91,6,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00712-HZ2iMMBsBQ9\tasks-island_0.json,97,6,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00712-HZ2iMMBsBQ9\tasks-island_0.json,163,4,plug_in,charge,Plug in the pad.,Charge the pad.,Charge the pad.
00712-HZ2iMMBsBQ9\tasks-island_0.json,165,7,plug_in,charge,Plug in the camera.,Charge the camera.,Charge the camera.
00712-HZ2iMMBsBQ9\tasks-island_0.json,173,7,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00720-8B43pG641ff\tasks-island_0.json,43,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle
00720-8B43pG641ff\tasks-island_0.json,65,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00720-8B43pG641ff\tasks-island_0.json,88,5,turn_on,light,Turn on the candle on the hearth.,Light the candle on the hearth.,Light the candle on the hearth.
00720-8B43pG641ff\tasks-island_0.json,119,1,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00720-8B43pG641ff\tasks-island_0.json,167,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00720-8B43pG641ff\tasks-island_1.json,3,1,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Tune the electric guitar.
00720-8B43pG641ff\tasks-island_1.json,10,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00720-8B43pG641ff\tasks-island_1.json,48,2,set_control,tune,Adjust the electric guitar.,Tune the electric guitar.,Adjust the electric guitar.
00723-hWDDQnSDMXb\tasks-island_1.json,1,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,27,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,45,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,60,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,95,6,turn_on,light,Turn on the candle on the table.,Light the candle on the table.,Light the candle on the table.
00723-hWDDQnSDMXb\tasks-island_1.json,111,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,131,2,turn_on,light,Turn on the candle.,Light the candle.,Light a decorative candle.
00723-hWDDQnSDMXb\tasks-island_1.json,162,5,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,178,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,187,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00723-hWDDQnSDMXb\tasks-island_1.json,189,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00723-hWDDQnSDMXb\tasks-island_1.json,192,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00733-GtM3JtRvvvR\tasks-island_0.json,90,5,reposition,repair,Reposition the wash cabinet.,Repair the wash cabinet.,Repair the wash cabinet.
00738-GPyDUnjwZQy\tasks-island_0.json,5,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00738-GPyDUnjwZQy\tasks-island_0.json,44,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00738-GPyDUnjwZQy\tasks-island_0.json,47,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00738-GPyDUnjwZQy\tasks-island_0.json,68,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00738-GPyDUnjwZQy\tasks-island_0.json,79,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
