file,scene_id,task_idx,step_id,error_type,old_action,new_action,old_atomic_step,new_atomic_step,reason
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,110,1,ROLLBACK,straighten,fluff,Straighten items on the armchair.,Fluff items on the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,137,4,ROLLBACK,straighten,fluff,Straighten items on the armchair.,Fluff items on the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,148,3,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,213,5,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,242,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,288,4,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00598-mt9H8KcxRKD\tasks-island_0.json,00598-mt9H8KcxRKD,315,6,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00606-W16Bm4ysK8v\tasks-island_0.json,00606-W16Bm4ysK8v,19,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00606-W16Bm4ysK8v\tasks-island_0.json,00606-W16Bm4ysK8v,67,2,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00606-W16Bm4ysK8v\tasks-island_0.json,00606-W16Bm4ysK8v,121,3,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00606-W16Bm4ysK8v\tasks-island_0.json,00606-W16Bm4ysK8v,127,3,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,412,3,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,426,5,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,432,1,ROLLBACK,straighten,fluff,Straighten items on the sofa.,Fluff items on the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,455,1,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,472,2,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,492,3,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,518,5,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,527,4,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,549,3,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,569,4,ROLLBACK,straighten,fluff,Straighten items on the sofa.,Fluff items on the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,584,3,ROLLBACK,straighten,fluff,Straighten items on the sofa.,Fluff items on the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,593,6,ROLLBACK,straighten,fluff,Straighten items on the armchair.,Fluff items on the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00626-XiJhRLvpKpX\tasks-island_0.json,00626-XiJhRLvpKpX,605,2,ROLLBACK,straighten,fluff,Straighten items on the sofa.,Fluff items on the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00638-iePHCSf119p\tasks-island_0.json,00638-iePHCSf119p,97,2,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,29,4,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,59,1,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,125,6,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,132,4,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,146,5,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,155,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,160,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00680-YmWinf3mhb5\tasks-island_0.json,00680-YmWinf3mhb5,14,4,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00680-YmWinf3mhb5\tasks-island_0.json,00680-YmWinf3mhb5,34,1,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00680-YmWinf3mhb5\tasks-island_0.json,00680-YmWinf3mhb5,86,2,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00720-8B43pG641ff\tasks-island_0.json,00720-8B43pG641ff,88,3,ROLLBACK,straighten,fluff,Straighten items on the armchair.,Fluff items on the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,10,2,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,43,1,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,51,2,ROLLBACK,straighten,fluff,Straighten items on the armchair.,Fluff items on the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,118,1,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,141,6,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,143,6,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00741-w8GiikYuFRk\tasks-island_0.json,00741-w8GiikYuFRk,151,6,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,20,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,41,2,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,52,5,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,65,4,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,69,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,80,3,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,93,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,99,7,ROLLBACK,straighten,fluff,Straighten the armchair in the living room.,Fluff the armchair in the living room.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,109,6,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,119,5,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_0.json,00744-1S7LAXRdDqK,122,6,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00744-1S7LAXRdDqK\tasks-island_1.json,00744-1S7LAXRdDqK,8,2,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00750-E1NrAhMoqvB\tasks-island_0.json,00750-E1NrAhMoqvB,94,4,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00757-LVgQNuK8vtv\tasks-island_0.json,00757-LVgQNuK8vtv,55,1,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00757-LVgQNuK8vtv\tasks-island_0.json,00757-LVgQNuK8vtv,128,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00757-LVgQNuK8vtv\tasks-island_0.json,00757-LVgQNuK8vtv,147,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00758-HfMobPm86Xn\tasks-island_0.json,00758-HfMobPm86Xn,19,2,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00758-HfMobPm86Xn\tasks-island_0.json,00758-HfMobPm86Xn,208,1,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00758-HfMobPm86Xn\tasks-island_0.json,00758-HfMobPm86Xn,223,3,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00758-HfMobPm86Xn\tasks-island_0.json,00758-HfMobPm86Xn,226,3,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00758-HfMobPm86Xn\tasks-island_0.json,00758-HfMobPm86Xn,257,2,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00758-HfMobPm86Xn\tasks-island_0.json,00758-HfMobPm86Xn,316,2,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00802-wcojb4TFT35\tasks-island_2.json,00802-wcojb4TFT35,25,2,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00802-wcojb4TFT35\tasks-island_2.json,00802-wcojb4TFT35,30,5,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00810-CrMo8WxCyVb\tasks-island_0.json,00810-CrMo8WxCyVb,58,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00810-CrMo8WxCyVb\tasks-island_0.json,00810-CrMo8WxCyVb,130,5,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00810-CrMo8WxCyVb\tasks-island_0.json,00810-CrMo8WxCyVb,133,4,ROLLBACK,straighten,fluff,Straighten items on the armchair.,Fluff items on the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00821-eF36g7L6Z9M\tasks-island_0.json,00821-eF36g7L6Z9M,158,4,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00823-7MXmsvcQjpJ\tasks-island_0.json,00823-7MXmsvcQjpJ,25,3,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00823-7MXmsvcQjpJ\tasks-island_0.json,00823-7MXmsvcQjpJ,119,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00823-7MXmsvcQjpJ\tasks-island_0.json,00823-7MXmsvcQjpJ,145,3,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00824-Dd4bFSTQ8gi\tasks-island_0.json,00824-Dd4bFSTQ8gi,102,7,ROLLBACK,straighten,fluff,Straighten items on the couch.,Fluff items on the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00827-BAbdmeyTvMZ\tasks-island_0.json,00827-BAbdmeyTvMZ,18,4,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00831-yr17PDCnDDW\tasks-island_1.json,00831-yr17PDCnDDW,35,3,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00831-yr17PDCnDDW\tasks-island_1.json,00831-yr17PDCnDDW,49,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00831-yr17PDCnDDW\tasks-island_1.json,00831-yr17PDCnDDW,61,5,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00831-yr17PDCnDDW\tasks-island_1.json,00831-yr17PDCnDDW,69,2,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00831-yr17PDCnDDW\tasks-island_1.json,00831-yr17PDCnDDW,90,3,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00831-yr17PDCnDDW\tasks-island_1.json,00831-yr17PDCnDDW,112,2,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00835-q3zU7Yy5E5s\tasks-island_1.json,00835-q3zU7Yy5E5s,12,2,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00844-q5QZSEeHe5g\tasks-island_0.json,00844-q5QZSEeHe5g,157,2,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00847-bCPU9suPUw9\tasks-island_2.json,00847-bCPU9suPUw9,12,4,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00849-a8BtkwhxdRV\tasks-island_0.json,00849-a8BtkwhxdRV,26,6,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00853-5cdEh9F2hJL\tasks-island_0.json,00853-5cdEh9F2hJL,17,3,ROLLBACK,straighten,fluff,Straighten the armchair.,Fluff the armchair.,R02 was over-correction; couch/sofa items ARE fluffable
00853-5cdEh9F2hJL\tasks-island_0.json,00853-5cdEh9F2hJL,152,4,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00853-5cdEh9F2hJL\tasks-island_0.json,00853-5cdEh9F2hJL,157,5,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00853-5cdEh9F2hJL\tasks-island_0.json,00853-5cdEh9F2hJL,180,6,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00853-5cdEh9F2hJL\tasks-island_0.json,00853-5cdEh9F2hJL,186,7,ROLLBACK,straighten,fluff,Straighten the sofa.,Fluff the sofa.,R02 was over-correction; couch/sofa items ARE fluffable
00861-GLAQ4DNUx5U\tasks-island_0.json,00861-GLAQ4DNUx5U,96,1,ROLLBACK,straighten,fluff,Straighten the sofa chair.,Fluff the sofa chair.,R02 was over-correction; couch/sofa items ARE fluffable
00871-VBzV5z6i1WS\tasks-island_0.json,00871-VBzV5z6i1WS,26,1,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00877-4ok3usBNeis\tasks-island_0.json,00877-4ok3usBNeis,46,4,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00891-cvZr5TUy5C5\tasks-island_0.json,00891-cvZr5TUy5C5,96,4,ROLLBACK,straighten,fluff,Straighten the couch.,Fluff the couch.,R02 was over-correction; couch/sofa items ARE fluffable
00017-oEPjPNSPmzL\tasks-island_1.json,00017-oEPjPNSPmzL,1,4,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00017-oEPjPNSPmzL\tasks-island_1.json,00017-oEPjPNSPmzL,17,4,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00017-oEPjPNSPmzL\tasks-island_1.json,00017-oEPjPNSPmzL,71,6,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00017-oEPjPNSPmzL\tasks-island_1.json,00017-oEPjPNSPmzL,77,5,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00064-gQgtJ9Stk5s\tasks-island_0.json,00064-gQgtJ9Stk5s,53,4,FIX,store,load,Store the tissue box.,Load the tissue box.,store偏离refill意图; load更贴合'补装tissue box'
00096-6HRFAUDqpTb\tasks-island_0.json,00096-6HRFAUDqpTb,67,5,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00141-iigzG1rtanx\tasks-island_1.json,00141-iigzG1rtanx,46,5,FIX,store,load,Store the tissue box.,Load the tissue box.,store偏离refill意图; load更贴合'补装tissue box'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,0,2,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,21,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,57,2,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,66,2,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,70,1,FIX,store,load,Store the toilet paper dispenser in the area 1.,Load the toilet paper dispenser in the area 1.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,76,1,FIX,store,load,Store the toilet paper dispenser in the area 1.,Load the toilet paper dispenser in the area 1.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,81,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,90,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,93,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,99,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,105,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,126,5,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00168-bHKTDQFJxTw\tasks-island_0.json,00168-bHKTDQFJxTw,137,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,74,1,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,90,4,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,98,5,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,124,4,FIX,store,load,Store the paper towels.,Load the paper towels.,store偏离refill意图; load更贴合'补装paper towels'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,150,3,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,160,5,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,172,2,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,195,4,FIX,store,load,Store the paper towels in the dispenser.,Load the paper towels in the dispenser.,store偏离refill意图; load更贴合'补装paper towels'
00205-NEVASPhcrxR\tasks-island_3.json,00205-NEVASPhcrxR,212,3,FIX,store,load,Store the tissue.,Load the tissue.,store偏离refill意图; load更贴合'补装tissue'
00251-wsAYBFtQaL7\tasks-island_0.json,00251-wsAYBFtQaL7,44,1,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00251-wsAYBFtQaL7\tasks-island_0.json,00251-wsAYBFtQaL7,260,7,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00256-92vYG1q49FY\tasks-island_0.json,00256-92vYG1q49FY,8,4,FIX,store,load,Store the paper towel dispenser.,Load the paper towel dispenser.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00256-92vYG1q49FY\tasks-island_0.json,00256-92vYG1q49FY,85,7,FIX,store,load,Store the paper towel dispenser.,Load the paper towel dispenser.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00262-1xGrZPxG1Hz\tasks-island_1.json,00262-1xGrZPxG1Hz,1,1,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00262-1xGrZPxG1Hz\tasks-island_1.json,00262-1xGrZPxG1Hz,22,3,FIX,store,load,Store the toilet paper in the dispenser.,Load the toilet paper in the dispenser.,store偏离refill意图; load更贴合'补装toilet paper'
00262-1xGrZPxG1Hz\tasks-island_1.json,00262-1xGrZPxG1Hz,27,1,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00378-DqJKU7YU7dA\tasks-island_1.json,00378-DqJKU7YU7dA,201,1,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00378-DqJKU7YU7dA\tasks-island_1.json,00378-DqJKU7YU7dA,264,7,FIX,store,load,Store the toilet paper dispenser.,Load the toilet paper dispenser.,store偏离refill意图; load更贴合'补装toilet paper dispenser'
00422-8wJuSPJ9FXG\tasks-island_0.json,00422-8wJuSPJ9FXG,124,4,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00606-W16Bm4ysK8v\tasks-island_0.json,00606-W16Bm4ysK8v,149,3,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00606-W16Bm4ysK8v\tasks-island_0.json,00606-W16Bm4ysK8v,155,6,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
