file,task_idx,step_id,step,atomic_step,labels,vague_words,action_id
00031-Wo6kuutE9i7\tasks-island_0.json,70,4,Set the plate.,Place plate on surface.,plate,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,76,1,Organize the items in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,77,3,Pack essentials into the handbag.,Load items into the handbag.,handbag,items,load
00031-Wo6kuutE9i7\tasks-island_0.json,78,5,Organize books in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,80,4,Arrange the vase on the patio.,Place vase in receptacle.,vase,receptacle,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,81,6,Replace the bulb in the lamp.,Place items in the lamp.,lamp,items,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,86,4,Change the water in the flower vase.,Place items in the flower vase.,flower vase,items,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,90,4,Arrange the flowers in the flower vase.,Place flower vase in receptacle.,flower vase,receptacle,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,93,6,Arrange the plate on the table.,Place plate on surface.,plate,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,94,6,Change the bulb in the lamp.,Place items in the lamp.,lamp,items,place_in
00031-Wo6kuutE9i7\tasks-island_0.json,110,3,Arrange the flower vase.,Place flower vase on surface.,flower vase,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,110,5,Set the plate.,Place plate on surface.,plate,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,131,4,Set the plate.,Place plate on surface.,plate,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,132,3,Arrange the flower vase.,Place flower vase on surface.,flower vase,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,132,5,Set the plate.,Place plate on surface.,plate,surface,place_on
00031-Wo6kuutE9i7\tasks-island_0.json,136,6,Arrange the flower vase.,Place flower vase on surface.,flower vase,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,0,4,Hang the clean clothes on the hanger.,Hang items on the hanger.,hanger,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,2,2,Organize papers near the printer.,Place printer in receptacle.,printer,receptacle,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,6,4,Load the used plate into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00033-oPj9qMxrDEa\tasks-island_0.json,10,3,Wipe the kitchen appliance.,Wipe the kitchen appliance.,kitchen appliance,appliance,wipe
00033-oPj9qMxrDEa\tasks-island_0.json,10,4,Arrange the cabinet.,Place cabinet on surface.,cabinet,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,14,1,Prepare the kitchen appliance.,Wipe kitchen appliance.,kitchen appliance,appliance,wipe
00033-oPj9qMxrDEa\tasks-island_0.json,18,3,Fluff the pillow on the armchair.,Fluff items on the armchair.,armchair,items,fluff
00033-oPj9qMxrDEa\tasks-island_0.json,31,1,Empty the kitchen appliance.,Dump kitchen appliance.,kitchen appliance,appliance,dump
00033-oPj9qMxrDEa\tasks-island_0.json,39,2,Fill it at the sink.,Use the sink to fill a container.,sink,container,fill
00033-oPj9qMxrDEa\tasks-island_0.json,40,5,File papers in the cabinet.,Place items in the cabinet.,cabinet,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,44,3,Put items in the box.,Place items in the box.,box,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,44,4,Hang the clothes on the hanger.,Hang items on the hanger.,hanger,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,44,5,Arrange the wardrobe.,Place wardrobe on surface.,wardrobe,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,46,3,Wipe the kitchen appliance.,Wipe the kitchen appliance.,kitchen appliance,appliance,wipe
00033-oPj9qMxrDEa\tasks-island_0.json,47,2,Stock the cabinet.,Place items in the cabinet.,cabinet,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,47,3,Place items in the drawer.,Place items in the drawer.,drawer,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,52,2,Position the monitor.,Place monitor on surface.,monitor,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,53,3,Arrange the wardrobe.,Place wardrobe on surface.,wardrobe,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,55,3,Set the plate.,Place plate on surface.,plate,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,59,1,Sort the items in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,65,4,Store extra items in the bag.,Place extra items in the bag.,bag,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,66,5,Set the cup on the table.,Place cup on surface.,cup,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,69,4,Position the keyboard.,Place keyboard on surface.,keyboard,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,78,2,Fill a container at the sink.,Use the sink to fill a container.,sink,container,fill
00033-oPj9qMxrDEa\tasks-island_0.json,78,6,Set the tray.,Place tray on surface.,tray,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,80,2,Fill it at the sink.,Use the sink to fill a container.,sink,container,fill
00033-oPj9qMxrDEa\tasks-island_0.json,81,2,Arrange the shelf.,Place shelf on surface.,shelf,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,81,5,Sort items on the rack.,Place rack on surface.,rack,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,81,6,Stack plates in the dishwasher.,Place items in the dishwasher.,dishwasher,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,83,2,Arrange the figurine.,Place figurine on surface.,figurine,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,83,4,Position the stuffed animal.,Place stuffed animal on surface.,stuffed animal,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,85,4,Take a snack from the kitchen appliance.,Pick up the kitchen appliance.,kitchen appliance,appliance,pick_up
00033-oPj9qMxrDEa\tasks-island_0.json,88,6,Hang a hanger on the rack.,Hang items on the rack.,rack,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,94,4,Arrange the towel.,Place towel on surface.,towel,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,96,4,Set the tray.,Place tray on surface.,tray,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,97,2,Hang the clothes on the clothes hanger.,Hang items on the clothes hanger.,clothes hanger,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,105,2,Arrange the wood.,Place wood in receptacle.,wood,receptacle,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,106,3,Arrange the tray.,Place tray on surface.,tray,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,112,4,Position the keyboard.,Place keyboard on surface.,keyboard,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,121,3,Set the plate.,Place plate on surface.,plate,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,121,4,Position the decorative plant.,Place decorative plant on surface.,decorative plant,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,125,2,Plug in the kitchen appliance.,Plug in the kitchen appliance.,kitchen appliance,appliance,plug_in
00033-oPj9qMxrDEa\tasks-island_0.json,130,1,Position the keyboard.,Place keyboard on surface.,keyboard,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,132,1,Hang clothes on the clothes hanger.,Hang items on the clothes hanger.,clothes hanger,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,132,3,Put the items into the backpack.,Place the items in the backpack.,backpack,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,136,3,Arrange the decorative plant.,Place decorative plant on surface.,decorative plant,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,136,4,Straighten the books on the shelf.,Straighten items on the shelf.,shelf,items,straighten
00033-oPj9qMxrDEa\tasks-island_0.json,138,1,Hang the jacket on the hanger.,Hang items on the hanger.,hanger,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,140,6,File papers in the cabinet.,Place items in the cabinet.,cabinet,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,141,2,Boil water with the kitchen appliance.,Turn on kitchen appliance.,kitchen appliance,appliance,turn_on
00033-oPj9qMxrDEa\tasks-island_0.json,141,4,Arrange the tea set on the tray.,Place tray on surface.,tray,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,142,2,Arrange the stuffed animal.,Place stuffed animal on surface.,stuffed animal,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,143,3,Stack it in the firewood holder.,Place items in the firewood holder.,firewood holder,items,place_in
00033-oPj9qMxrDEa\tasks-island_0.json,145,2,Arrange the decorative plant.,Place decorative plant on surface.,decorative plant,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,150,2,Hang clothes on the hanger.,Hang items on the hanger.,hanger,items,hang
00033-oPj9qMxrDEa\tasks-island_0.json,153,7,Tidy the kitchen appliance.,Straighten kitchen appliance.,kitchen appliance,appliance,straighten
00033-oPj9qMxrDEa\tasks-island_0.json,154,4,Arrange the decorative plant.,Place decorative plant on surface.,decorative plant,surface,place_on
00033-oPj9qMxrDEa\tasks-island_0.json,155,2,Hang clothes on the set of hangers.,Hang items on the set of hangers.,set of hangers,items,hang
00034-6imZUJGRUq4\tasks-island_0.json,19,4,Empty the container.,Dump container.,container,container,dump
00034-6imZUJGRUq4\tasks-island_0.json,30,3,Organize the books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,30,4,Place the loose items in the basket.,Place the loose items in the basket.,basket,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,32,4,Hang wet items on the clothes hanger.,Hang items on the clothes hanger.,clothes hanger,items,hang
00034-6imZUJGRUq4\tasks-island_0.json,35,4,Serve the meal on a plate.,Place items on the plate.,plate,items,place_on
00034-6imZUJGRUq4\tasks-island_0.json,36,1,Grab the cap from the dining area.,Pick up the cap from the dining area.,cap,area,pick_up
00034-6imZUJGRUq4\tasks-island_0.json,44,2,Move the container to access the wall.,Carry the container to access the wall.,container,container,carry
00034-6imZUJGRUq4\tasks-island_0.json,45,3,Arrange the flower vase.,Place flower vase on surface.,flower vase,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,48,2,Arrange the container on the shelf.,Place container on surface.,container,"container, surface",place_on
00034-6imZUJGRUq4\tasks-island_0.json,53,3,Hang coats on the clothes hanger.,Hang items on the clothes hanger.,clothes hanger,items,hang
00034-6imZUJGRUq4\tasks-island_0.json,55,3,Organize the clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,56,5,Hang clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00034-6imZUJGRUq4\tasks-island_0.json,60,2,Tidy the clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,67,2,Arrange the exercise equipment.,Place exercise equipment on surface.,exercise equipment,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,68,4,Arrange fish food on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,68,5,Check the water container.,Inspect the container.,container,container,inspect
00034-6imZUJGRUq4\tasks-island_0.json,69,1,Pack sandwiches from the refrigerator.,Load items into the refrigerator.,refrigerator,items,load
00034-6imZUJGRUq4\tasks-island_0.json,75,5,Fluff the pillows on the couch.,Fluff items on the couch.,couch,items,fluff
00034-6imZUJGRUq4\tasks-island_0.json,76,2,Pack items into the cardboard box.,Load items into the cardboard box.,cardboard box,items,load
00034-6imZUJGRUq4\tasks-island_0.json,81,4,Change the water in the flower vase.,Place items in the flower vase.,flower vase,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,81,5,Tidy the clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,83,4,Organize the water container.,Straighten container.,container,container,straighten
00034-6imZUJGRUq4\tasks-island_0.json,88,2,Sort items into the basket.,Place basket in receptacle.,basket,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,90,5,Load the used plate into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00034-6imZUJGRUq4\tasks-island_0.json,94,3,Secure the joint with a hammer.,Place items in the hammer.,hammer,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,95,4,Place folded items into the basket.,Place folded items in the basket.,basket,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,95,5,Organize the basket on the closet shelf.,Place closet shelf on surface.,closet shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,97,4,Organize items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,98,2,Place the small items into the basket.,Place the small items in the basket.,basket,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,98,3,Arrange the books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,98,5,Pack the rest into the storage box.,Load items into the storage box.,storage box,items,load
00034-6imZUJGRUq4\tasks-island_0.json,99,3,Serve the baked goods on a plate.,Place items on the plate.,plate,items,place_on
00034-6imZUJGRUq4\tasks-island_0.json,100,2,Pack clothes from the wardrobe.,Pick up items from the wardrobe.,wardrobe,items,pick_up
00034-6imZUJGRUq4\tasks-island_0.json,101,2,Retrieve pet food from the container.,Pick up the container.,container,container,pick_up
00034-6imZUJGRUq4\tasks-island_0.json,101,4,Organize pet supplies on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,112,1,Pack old items into the suitcase.,Load items into the suitcase.,suitcase,items,load
00034-6imZUJGRUq4\tasks-island_0.json,122,1,Sort clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,122,4,Arrange shoes on the closet shelf.,Place closet shelf on surface.,closet shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,122,5,Put seasonal items in the storage box.,Place seasonal items in the storage box.,storage box,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,123,4,Fill a water bottle from the pitcher.,Use the pitcher to fill a container.,pitcher,container,fill
00034-6imZUJGRUq4\tasks-island_0.json,124,6,Load the used items into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00034-6imZUJGRUq4\tasks-island_0.json,127,2,Pack the workout gear into the backpack.,Load items into the backpack.,backpack,items,load
00034-6imZUJGRUq4\tasks-island_0.json,128,4,Organize the detergent on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,128,5,Sort the clean laundry in the clothes bag.,Place clothes bag in receptacle.,clothes bag,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,130,3,Organize toiletries in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,130,6,Refill the soap container.,Fill the container.,container,container,fill
00034-6imZUJGRUq4\tasks-island_0.json,131,1,Fluff the cushions on the couch.,Fluff items on the couch.,couch,items,fluff
00034-6imZUJGRUq4\tasks-island_0.json,131,4,Pop some popcorn in the microwave oven.,Place items in the microwave oven.,microwave_oven,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,132,1,Arrange the flowers in the flower vase.,Place flower vase in receptacle.,flower vase,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,136,4,Put away clothes in the wardrobe.,Store items in the wardrobe.,wardrobe,items,store
00034-6imZUJGRUq4\tasks-island_0.json,137,2,Put away clothes in the wardrobe.,Store items in the wardrobe.,wardrobe,items,store
00034-6imZUJGRUq4\tasks-island_0.json,137,3,Organize books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,137,5,Put miscellaneous items in the storage box.,Place miscellaneous items in the storage box.,storage box,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,139,3,Prepare soapy water in the container.,Place items in the container.,container,"items, container",place_in
00034-6imZUJGRUq4\tasks-island_0.json,142,2,Fill the container with water.,Fill the container with the water.,container,container,fill
00034-6imZUJGRUq4\tasks-island_0.json,143,3,Pack items into the storage box.,Load items into the storage box.,storage box,items,load
00034-6imZUJGRUq4\tasks-island_0.json,144,4,Arrange snacks on a plate.,Place plate on surface.,plate,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,146,1,Sort clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,146,2,Move the chair to a new spot.,Reposition the chair to the new spot.,chair,spot,reposition
00034-6imZUJGRUq4\tasks-island_0.json,146,6,Arrange books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,149,4,Mix the paint in a container.,Inspect the container.,container,container,inspect
00034-6imZUJGRUq4\tasks-island_0.json,149,6,Store supplies on the shelf.,Place items on the shelf.,shelf,items,place_on
00034-6imZUJGRUq4\tasks-island_0.json,150,1,Position the treadmill.,Place treadmill on surface.,treadmill,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,150,2,Arrange the exercise equipment.,Place exercise equipment on surface.,exercise equipment,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,150,6,Store towels on the shelf.,Place items on the shelf.,shelf,items,place_on
00034-6imZUJGRUq4\tasks-island_0.json,152,2,Pack clothes from the wardrobe.,Pick up items from the wardrobe.,wardrobe,items,pick_up
00034-6imZUJGRUq4\tasks-island_0.json,152,3,Pack toiletries from the cabinet.,Load items into the cabinet.,cabinet,items,load
00034-6imZUJGRUq4\tasks-island_0.json,152,5,Pack documents into the handbag.,Load items into the handbag.,handbag,items,load
00034-6imZUJGRUq4\tasks-island_0.json,155,5,Put tools away on the shelf.,Store items on the shelf.,shelf,items,store
00034-6imZUJGRUq4\tasks-island_0.json,157,5,Catch water with the container.,Use the container to water plants.,container,container,inspect
00034-6imZUJGRUq4\tasks-island_0.json,159,3,Pack essentials into the backpack.,Load items into the backpack.,backpack,items,load
00034-6imZUJGRUq4\tasks-island_0.json,160,5,Organize the items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,161,6,Hang the wet clothes on the clothes hanger.,Hang items on the clothes hanger.,clothes hanger,items,hang
00034-6imZUJGRUq4\tasks-island_0.json,162,1,Load the dirty dishes into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00034-6imZUJGRUq4\tasks-island_0.json,164,3,Arrange the items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,171,2,Store it away in the wardrobe.,Store items in the wardrobe.,wardrobe,items,store
00034-6imZUJGRUq4\tasks-island_0.json,173,2,Pack my essentials in the handbag.,Load items into the handbag.,handbag,items,load
00034-6imZUJGRUq4\tasks-island_0.json,173,6,Put everything away in the wardrobe.,Store items in the wardrobe.,wardrobe,items,store
00034-6imZUJGRUq4\tasks-island_0.json,174,4,Move the container to a better spot.,Carry the container to the better spot.,container,"container, spot",carry
00034-6imZUJGRUq4\tasks-island_0.json,176,3,Organize items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,179,2,Stack the container neatly.,Stack the container.,container,container,stack
00034-6imZUJGRUq4\tasks-island_0.json,179,4,Organize the items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,180,3,Position the lamp for better lighting.,Place lamp on surface.,lamp,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,180,5,Arrange the vase on the table.,Place vase on surface.,vase,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,182,1,Hang coats in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00034-6imZUJGRUq4\tasks-island_0.json,182,2,Arrange sweaters on the closet shelf.,Place closet shelf on surface.,closet shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,182,5,Organize items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,184,2,Pack my gym clothes in the backpack.,Load items into the backpack.,backpack,items,load
00034-6imZUJGRUq4\tasks-island_0.json,186,6,Set the flower vase on the shelf.,Place flower vase on surface.,flower vase,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,187,2,Organize the books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,190,3,Put toys away in the wardrobe.,Store items in the wardrobe.,wardrobe,items,store
00034-6imZUJGRUq4\tasks-island_0.json,191,4,Add water to the flower vase.,Place items on the flower vase.,flower vase,items,place_on
00034-6imZUJGRUq4\tasks-island_0.json,192,1,Tidy the items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,192,3,Sort the laundry in the clothes bag.,Place clothes bag in receptacle.,clothes bag,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,198,6,Set the plate.,Place plate on surface.,plate,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,206,5,Set the coffee maker.,Place coffee maker on surface.,coffee_maker,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,207,5,Arrange the shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,207,7,Move the container.,Carry the container.,container,container,carry
00034-6imZUJGRUq4\tasks-island_0.json,208,3,Arrange the flower vase.,Place flower vase on surface.,flower vase,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,211,1,Organize the container.,Straighten container.,container,container,straighten
00034-6imZUJGRUq4\tasks-island_0.json,214,5,Set the plate.,Place plate on surface.,plate,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,218,4,Set a plate.,Place plate on surface.,plate,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,219,5,Organize the container.,Straighten container.,container,container,straighten
00034-6imZUJGRUq4\tasks-island_0.json,222,1,Organize the container.,Straighten container.,container,container,straighten
00034-6imZUJGRUq4\tasks-island_0.json,223,3,Set the cup.,Place cup on surface.,cup,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,228,2,Pack clothes from the bedroom wardrobe.,Pick up items from the wardrobe.,wardrobe,items,pick_up
00034-6imZUJGRUq4\tasks-island_0.json,228,3,Grab the toothbrush from the living area.,Pick up the toothbrush from the living area.,toothbrush,area,pick_up
00034-6imZUJGRUq4\tasks-island_0.json,230,7,Move the clothes bag to the storage area.,Carry the clothes bag to the storage area.,clothes bag,area,carry
00034-6imZUJGRUq4\tasks-island_0.json,231,4,Fill the pitcher in the gym area.,Fill the pitcher in the gym area.,pitcher,area,fill
00034-6imZUJGRUq4\tasks-island_0.json,233,3,Arrange the garage shelf.,Place shelf on surface.,shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,233,5,Organize the storage container.,Straighten container.,container,container,straighten
00034-6imZUJGRUq4\tasks-island_0.json,236,2,Organize the clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,238,1,Load the dishes into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00034-6imZUJGRUq4\tasks-island_0.json,238,3,Organize the food in the refrigerator.,Place refrigerator in receptacle.,refrigerator,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,241,7,Place items in the storage chest.,Place items in the storage chest.,chest,items,place_in
00034-6imZUJGRUq4\tasks-island_0.json,247,1,Move the flower vase to the new spot.,Carry the flower vase to the new spot.,flower vase,spot,carry
00034-6imZUJGRUq4\tasks-island_0.json,248,1,Organize the storage container.,Straighten container.,container,container,straighten
00034-6imZUJGRUq4\tasks-island_0.json,251,7,Check the pillar in the storage area.,Inspect the pillar in the storage area.,pillar,area,inspect
00034-6imZUJGRUq4\tasks-island_0.json,253,6,Arrange the closet shelf.,Place closet shelf on surface.,closet shelf,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,254,4,Set the candle holder on the table.,Place candle holder on surface.,candle holder,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,257,5,Tidy the clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00034-6imZUJGRUq4\tasks-island_0.json,257,6,Arrange the flower vase.,Place flower vase on surface.,flower vase,surface,place_on
00034-6imZUJGRUq4\tasks-island_0.json,259,1,Move the grill to the storage spot.,Carry the grill to the storage spot.,grill,spot,carry
00035-3XYAD64HpDr\tasks-island_1.json,24,3,Hang clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00035-3XYAD64HpDr\tasks-island_1.json,36,2,Put the book away in the chest of drawers.,Store items in the chest of drawers.,chest of drawers,items,store
00035-3XYAD64HpDr\tasks-island_1.json,36,3,Fold the blanket in the living area.,Fold the blanket in the living area.,blanket,area,fold
00035-3XYAD64HpDr\tasks-island_1.json,41,4,Arrange the speaker.,Place speaker on surface.,speaker,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,42,3,Load paper into the printer.,Load items into the printer.,printer,items,load
00035-3XYAD64HpDr\tasks-island_1.json,49,5,Hang clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00035-3XYAD64HpDr\tasks-island_1.json,57,2,Fill the cup at the sink.,Use the sink to fill a container.,sink,container,fill
00035-3XYAD64HpDr\tasks-island_1.json,66,3,Position the keyboard.,Place keyboard on surface.,keyboard,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,78,5,Position the keyboard.,Place keyboard on surface.,keyboard,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,89,6,Set the bedside cabinet.,Place bedside cabinet on surface.,bedside cabinet,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,90,6,Set the cup.,Place cup on surface.,cup,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,93,4,Put away items in the chest of drawers.,Store items in the chest of drawers.,chest of drawers,items,store
00035-3XYAD64HpDr\tasks-island_1.json,101,3,Arrange the ornament.,Place ornament on surface.,ornament,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,101,4,Position the photo mount.,Place photo mount on surface.,photo mount,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,106,7,Arrange the ornament.,Place ornament on surface.,ornament,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,112,6,Arrange the ornament.,Place ornament on surface.,ornament,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,114,7,Set the wine bottle aside.,Place wine bottle on surface.,wine_bottle,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,120,6,Arrange the ornament.,Place ornament on surface.,ornament,surface,place_on
00035-3XYAD64HpDr\tasks-island_1.json,133,6,Arrange the ornament.,Place ornament on surface.,ornament,surface,place_on
00043-Jfyvj3xn2aJ\tasks-island_2.json,5,4,Arrange the wine bottle for the photo.,Place wine bottle on surface.,wine_bottle,surface,place_on
00043-Jfyvj3xn2aJ\tasks-island_2.json,7,4,Place items into the basket.,Place items in the basket.,basket,items,place_in
00043-Jfyvj3xn2aJ\tasks-island_2.json,10,2,Organize the books on the bookshelf.,Place bookshelf on surface.,bookshelf,surface,place_on
00043-Jfyvj3xn2aJ\tasks-island_2.json,11,3,Load them into the basket.,Load items into the basket.,basket,items,load
00043-Jfyvj3xn2aJ\tasks-island_2.json,23,4,Place items in the basket.,Place items in the basket.,basket,items,place_in
00043-Jfyvj3xn2aJ\tasks-island_2.json,28,5,Arrange the speaker.,Place speaker on surface.,speaker,surface,place_on
