action,file,new,object,old,reason,tag,type
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00155-iLDo95ZbDJq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00164-XfUxBGTFQQb\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00164-XfUxBGTFQQb\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00164-XfUxBGTFQQb\tasks-island_0.json,,oven and stove,,,vocab_gap:no_boil_action,FLAG
,00164-XfUxBGTFQQb\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00164-XfUxBGTFQQb\tasks-island_0.json,,fireplace tool set,,,vocab_gap:no_ignite_action,FLAG
turn_on,00164-XfUxBGTFQQb\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00164-XfUxBGTFQQb\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00166-RaYrxWt5pR1\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00172-bB6nKqfsb1z\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00173-qZ4B7U6XE5Y\tasks-island_1.json,,oven and stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00177-VSxVP19Cdyw\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00203-VoVGtfYrpuQ\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00203-VoVGtfYrpuQ\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00203-VoVGtfYrpuQ\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,stovetop,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,stovetop,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00207-FRQ75PjD278\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
,00210-j2EJhFEQGCL\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00210-j2EJhFEQGCL\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00217-qz3829g1Lzf\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00222-g8Xrdbe9fir\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00222-g8Xrdbe9fir\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00234-nACV8wLu1u5\tasks-island_1.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00234-nACV8wLu1u5\tasks-island_1.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00234-nACV8wLu1u5\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00238-j6fHrce9pHR\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00238-j6fHrce9pHR\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00238-j6fHrce9pHR\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00238-j6fHrce9pHR\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00238-j6fHrce9pHR\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00241-h6nwVLpAKQz\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00241-h6nwVLpAKQz\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00241-h6nwVLpAKQz\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00241-h6nwVLpAKQz\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00241-h6nwVLpAKQz\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00250-U3oQjwTuMX8\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00250-U3oQjwTuMX8\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00251-wsAYBFtQaL7\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00251-wsAYBFtQaL7\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00251-wsAYBFtQaL7\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00251-wsAYBFtQaL7\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00251-wsAYBFtQaL7\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00251-wsAYBFtQaL7\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00251-wsAYBFtQaL7\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00251-wsAYBFtQaL7\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00254-YMNvYDhK8mB\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00254-YMNvYDhK8mB\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00254-YMNvYDhK8mB\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00254-YMNvYDhK8mB\tasks-island_1.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00254-YMNvYDhK8mB\tasks-island_1.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00254-YMNvYDhK8mB\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00255-NGyoyh91xXJ\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00255-NGyoyh91xXJ\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00255-NGyoyh91xXJ\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00258-2Pc8W48bu21\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00258-2Pc8W48bu21\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00258-2Pc8W48bu21\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00258-2Pc8W48bu21\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00258-2Pc8W48bu21\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_1.json,,stovetop,,,vocab_gap:no_boil_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00263-GGBvSFddQgs\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00269-JNiWU5TZLtt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00269-JNiWU5TZLtt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00269-JNiWU5TZLtt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00269-JNiWU5TZLtt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00269-JNiWU5TZLtt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00269-JNiWU5TZLtt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00272-kA2nG18hCAr\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00272-kA2nG18hCAr\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00272-kA2nG18hCAr\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00272-kA2nG18hCAr\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00272-kA2nG18hCAr\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00294-PPTLa8SkUfo\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00294-PPTLa8SkUfo\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00304-X6Pct1msZv5\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00304-X6Pct1msZv5\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00304-X6Pct1msZv5\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00304-X6Pct1msZv5\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00304-X6Pct1msZv5\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,oven and stove,,,vocab_gap:no_boil_action,FLAG
