file,task_idx,step_id,rule,old_action,new_action,old_atomic_step,new_atomic_step,relation,mapping_source_op,step_orig
00150-LcAd9dhvVwh/tasks-island_0.json,24,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,38,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,42,2,F1_brew_inspect,inspect,start_machine,Inspect the coffee_maker.,Start the coffee_maker.,None,+vocab_extension_v1:inspect->start_machine,Use the coffee maker to brew a drink.
00150-LcAd9dhvVwh/tasks-island_0.json,47,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the living room.,Turn on the fireplace in the living room.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace in the living room.
00150-LcAd9dhvVwh/tasks-island_0.json,65,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the dining area.,Turn on the fireplace in the dining area.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace in the dining area.
00150-LcAd9dhvVwh/tasks-island_0.json,68,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the den.,Turn on the fireplace in the den.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace in the den.
00150-LcAd9dhvVwh/tasks-island_0.json,77,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,86,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,105,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,108,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,123,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,131,6,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,139,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,159,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,162,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,179,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00150-LcAd9dhvVwh/tasks-island_0.json,194,3,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00150-LcAd9dhvVwh/tasks-island_0.json,207,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,6,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,15,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle for tea.
00155-iLDo95ZbDJq/tasks-island_0.json,18,3,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle for a hot drink.
00155-iLDo95ZbDJq/tasks-island_0.json,32,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,41,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,43,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,44,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,53,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,62,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,79,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,95,2,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,102,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,102,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Heat water with the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,112,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,131,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,139,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,140,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,148,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,150,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Make coffee using the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,154,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,157,4,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00155-iLDo95ZbDJq/tasks-island_0.json,158,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare tea using the kettle.
00155-iLDo95ZbDJq/tasks-island_0.json,168,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00155-iLDo95ZbDJq/tasks-island_0.json,170,1,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle.
00164-XfUxBGTFQQb/tasks-island_0.json,19,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00164-XfUxBGTFQQb/tasks-island_0.json,51,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00164-XfUxBGTFQQb/tasks-island_0.json,51,3,R4_appliance_clean,turn_on,turn_on,Turn on the oven and stove to warm the area.,Turn on the oven and stove to warm the area.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the oven and stove to warm the area.
00164-XfUxBGTFQQb/tasks-island_0.json,65,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,5,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,9,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,22,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,31,5,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00166-RaYrxWt5pR1/tasks-island_0.json,48,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,60,2,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the scented candle.
00166-RaYrxWt5pR1/tasks-island_0.json,67,1,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00166-RaYrxWt5pR1/tasks-island_0.json,72,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,73,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00166-RaYrxWt5pR1/tasks-island_0.json,85,4,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00166-RaYrxWt5pR1/tasks-island_0.json,90,1,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00166-RaYrxWt5pR1/tasks-island_0.json,94,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00166-RaYrxWt5pR1/tasks-island_0.json,107,1,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00166-RaYrxWt5pR1/tasks-island_0.json,111,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00168-bHKTDQFJxTw/tasks-island_0.json,8,4,F3_repair_FLAG,reposition,reposition,Reposition the toilet.,Reposition the toilet.,None,+vocab_gap:repair,Repair the toilet.
00168-bHKTDQFJxTw/tasks-island_0.json,11,2,F3_repair_FLAG,reposition,reposition,Reposition the toilet.,Reposition the toilet.,None,+vocab_gap:repair,Repair the toilet.
00168-bHKTDQFJxTw/tasks-island_0.json,17,1,F3_repair_FLAG,reposition,reposition,Reposition the machine.,Reposition the machine.,None,+vocab_gap:repair,Repair the machine.
00168-bHKTDQFJxTw/tasks-island_0.json,61,6,F3_repair_FLAG,reposition,reposition,Reposition the machine.,Reposition the machine.,in,+vocab_gap:repair,Repair the machine in the restroom area.
00168-bHKTDQFJxTw/tasks-island_0.json,85,3,F3_repair_FLAG,reposition,reposition,Reposition the machine.,Reposition the machine.,None,+vocab_gap:repair,Repair the machine.
00172-bB6nKqfsb1z/tasks-island_0.json,8,1,R4_appliance_clean,turn_on,turn_on,Turn on stove.,Turn on stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,10,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,29,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,34,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,44,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,51,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,74,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,87,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Start a fire in the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,122,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,131,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,139,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,151,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,170,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,174,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,179,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,185,6,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,202,3,R4_fireplace_soft,turn_off,turn_off,Turn off the fireplace.,Turn off the fireplace.,None,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn off the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,212,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,219,3,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,223,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,235,7,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,242,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,248,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,255,7,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,259,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,261,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,270,4,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,272,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00172-bB6nKqfsb1z/tasks-island_0.json,297,2,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00172-bB6nKqfsb1z/tasks-island_0.json,299,4,R4_fireplace_soft,turn_off,turn_off,Turn off the fireplace.,Turn off the fireplace.,None,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Extinguish the fireplace.
00173-qZ4B7U6XE5Y/tasks-island_0.json,16,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,38,4,R4_roll_flag,inspect,inspect,Inspect the carpet.,Inspect the carpet.,None,+vocab_gap:roll,Roll the carpet.
00173-qZ4B7U6XE5Y/tasks-island_0.json,72,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,81,5,R4_roll_flag,straighten,straighten,Straighten carpet.,Straighten carpet.,None,+vocab_gap:roll,Roll up the carpet.
00173-qZ4B7U6XE5Y/tasks-island_0.json,82,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Brew tea using the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,86,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle for tea.
00173-qZ4B7U6XE5Y/tasks-island_0.json,97,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,100,7,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,103,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,109,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00173-qZ4B7U6XE5Y/tasks-island_0.json,112,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00173-qZ4B7U6XE5Y/tasks-island_1.json,14,2,R4_appliance_clean,turn_on,turn_on,Turn on oven and stove.,Turn on oven and stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Pre-heat the oven and stove.
00177-VSxVP19Cdyw/tasks-island_0.json,15,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace
00177-VSxVP19Cdyw/tasks-island_0.json,20,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00177-VSxVP19Cdyw/tasks-island_0.json,44,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00177-VSxVP19Cdyw/tasks-island_0.json,63,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the lounge.,Turn on the fireplace in the lounge.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace in the lounge.
00177-VSxVP19Cdyw/tasks-island_0.json,73,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare a hot drink in the kettle.
00177-VSxVP19Cdyw/tasks-island_0.json,75,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00177-VSxVP19Cdyw/tasks-island_0.json,100,6,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00177-VSxVP19Cdyw/tasks-island_0.json,104,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00177-VSxVP19Cdyw/tasks-island_0.json,118,1,R2_unload,open,unload,Open washing machine.,Unload the washing machine.,None,+vocab_extension_v1:open->unload,Unload the washing machine.
00177-VSxVP19Cdyw/tasks-island_0.json,121,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00177-VSxVP19Cdyw/tasks-island_0.json,144,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00177-VSxVP19Cdyw/tasks-island_0.json,166,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00177-VSxVP19Cdyw/tasks-island_0.json,180,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00188-dQrLTxHvLXU/tasks-island_0.json,61,5,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00203-VoVGtfYrpuQ/tasks-island_0.json,16,2,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00203-VoVGtfYrpuQ/tasks-island_0.json,133,6,R4_appliance_clean,turn_on,turn_on,Turn on the cooker.,Turn on the cooker.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the cooker.
00205-NEVASPhcrxR/tasks-island_1.json,95,2,R4_roll_flag,carry,carry,Carry the mat.,Carry the mat.,None,+vocab_gap:roll,Roll out the mat.
00207-FRQ75PjD278/tasks-island_0.json,18,2,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle.
00207-FRQ75PjD278/tasks-island_0.json,33,1,R4_appliance_clean,turn_on,turn_on,Turn on cooker.,Turn on cooker.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the cooker.
00207-FRQ75PjD278/tasks-island_0.json,39,3,R4_appliance_clean,turn_on,turn_on,Turn on the stovetop to cook breakfast.,Turn on the stovetop to cook breakfast.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stovetop to cook breakfast.
00207-FRQ75PjD278/tasks-island_0.json,47,1,R4_appliance_clean,turn_off,turn_off,Turn off the cooker.,Turn off the cooker.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the cooker.
00207-FRQ75PjD278/tasks-island_0.json,48,3,R4_appliance_clean,turn_on,turn_on,Turn on cooker.,Turn on cooker.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Preheat the cooker.
